text,level,conf,height
,1,-1.0,783
,2,-1.0,114
,3,-1.0,49
,4,-1.0,21
PRINCIPLES,5,96.434692,21
and,5,96.434692,18
,4,-1.0,21
PRACTICE,5,96.555557,21
of,5,96.931511,18
,3,-1.0,60
,4,-1.0,28
MOVEMENT,5,96.038353,28
,4,-1.0,28
DISORDERS,5,96.681717,28
