text,level,conf,height
,1,-1.0,800
,2,-1.0,247
,3,-1.0,247
,4,-1.0,89
S,5,88.752197,89
,4,-1.0,87
7,5,37.685219,87
,2,-1.0,20
,3,-1.0,20
,4,-1.0,20
RICHARD,5,93.292053,17
E.,5,88.143356,17
"CYTOWIC,",5,88.143356,20
M.D.,5,96.580879,17
