text,level,conf,height
,1,-1.0,395
,2,-1.0,7
,3,-1.0,7
,4,-1.0,7
oxrorD,5,8.196396,7
,2,-1.0,68
,3,-1.0,68
,4,-1.0,13
"LrTeraTURE,",5,13.791084,12
"TRAVEL,",5,95.876488,13
AND,5,96.907059,8
,4,-1.0,12
CoLontAL,5,12.093422,12
WRITING,5,80.349373,12
IN,5,95.949875,8
,4,-1.0,12
THE,5,82.71405,8
ENGLISH,5,93.404366,12
RENAISSANCE,5,96.147446,12
,4,-1.0,15
1545-1625,5,76.579163,15
,2,-1.0,364
,3,-1.0,364
,4,-1.0,364
 ,5,95.0,364
