text,level,conf,height
,1,-1.0,493
,2,-1.0,126
,3,-1.0,126
,4,-1.0,45
Dogs’,5,83.694725,35
Tales,5,96.000114,45
,4,-1.0,28
Representations,5,94.16729,23
of,5,96.750839,28
,4,-1.0,23
Ancient,5,95.271904,18
Cynicism,5,85.810272,23
in,5,94.9338,18
,4,-1.0,23
French,5,96.178131,23
Renaissance,5,95.182945,18
Texts,5,96.067284,15
,2,-1.0,292
,3,-1.0,292
,4,-1.0,292
 ,5,95.0,292
