text,level,conf,height
,1,-1.0,610
,2,-1.0,190
,3,-1.0,190
,4,-1.0,38
THE,5,96.319725,37
HISTORY,5,96.268097,38
,4,-1.0,38
OF,5,96.710907,38
,4,-1.0,38
DEMOCRACY,5,96.801399,38
