text,level,conf,height
,1,-1.0,670
,2,-1.0,32
,3,-1.0,32
,4,-1.0,32
Dasein,5,92.575508,28
Disclosed,5,96.004372,31
,2,-1.0,24
,3,-1.0,24
,4,-1.0,24
Donn,5,47.487625,24
HAUGELAND’s,5,58.372303,8
HEIDEGGER,5,91.534042,9
,2,-1.0,20
,3,-1.0,20
,4,-1.0,20
John,5,60.080578,19
Haugeland,5,91.16468,19
,2,-1.0,9
,3,-1.0,9
,4,-1.0,9
EDITED,5,96.53511,8
BY,5,96.874245,7
JOSEPH,5,96.339081,7
ROUSE,5,96.817848,8
,2,-1.0,46
,3,-1.0,46
,4,-1.0,46
 ,5,95.0,46
