text,level,conf,height
,1,-1.0,842
,2,-1.0,15
,3,-1.0,15
,4,-1.0,15
‘The,5,93.304024,11
One-Straw,5,91.547829,11
"Revolution,",5,96.580849,13
by,5,96.991386,15
Masanobu,5,95.104843,11
"Fukuoka,",5,96.915993,11
"1978,",5,92.479752,11
,2,-1.0,612
,3,-1.0,612
,4,-1.0,612
 ,5,95.0,612
