text,level,conf,height
,1,-1.0,646
,2,-1.0,28
,3,-1.0,28
,4,-1.0,28
SYSTEMS,5,96.791245,28
,2,-1.0,28
,3,-1.0,28
,4,-1.0,27
Z,5,84.472351,27
,4,-1.0,27
[a4],5,52.216228,27
,4,-1.0,27
5),5,0.0,27
,4,-1.0,26
(2,5,60.077034,26
,4,-1.0,28
ie),5,52.493256,28
,4,-1.0,27
=,5,86.670837,27
,2,-1.0,28
,3,-1.0,28
,4,-1.0,28
OPERATING,5,96.57972,28
,2,-1.0,442
,3,-1.0,442
,4,-1.0,442
    ,5,95.0,442
,2,-1.0,15
,3,-1.0,15
,4,-1.0,15
TANENBAUM,5,96.013275,15
