text,level,conf,height
,1,-1.0,648
,2,-1.0,38
,3,-1.0,38
,4,-1.0,20
DevOps,5,90.733261,20
is,5,96.958946,15
as,5,96.860977,11
much,5,96.397766,15
about,5,96.413528,15
culture,5,96.372414,15
,4,-1.0,17
as,5,96.405991,13
it,5,91.13884,16
is,5,91.13884,17
about,5,95.668175,17
tools.,5,96.584778,17
,2,-1.0,249
,3,-1.0,249
,4,-1.0,249
 ,5,95.0,249
,2,-1.0,19
,3,-1.0,19
,4,-1.0,19
OREILLY*,5,33.048721,17
meoperatins,5,0.0,18
