text,level,conf,height
,1,-1.0,648
,2,-1.0,32
,3,-1.0,32
,4,-1.0,32
Thinking,5,96.683197,32
and,5,95.707397,25
Seeing,5,96.194931,32
,2,-1.0,14
,3,-1.0,14
,4,-1.0,14
Visual,5,93.300529,11
Metacognition,5,92.997971,14
in,5,96.899185,11
Adults,5,96.899185,11
and,5,96.923012,11
Children.,5,78.85154,11
,2,-1.0,10
,3,-1.0,10
,4,-1.0,10
EDITED,5,96.184418,10
BY,5,96.663246,10
DANIEL,5,93.166405,10
T.,5,92.355453,10
LEVIN,5,95.536804,10
,2,-1.0,184
,3,-1.0,184
,4,-1.0,184
 ,5,95.0,184
