text,level,conf,height
,1,-1.0,647
,2,-1.0,75
,3,-1.0,75
,4,-1.0,33
Managing,5,96.313431,33
Risk,5,96.177109,27
and,5,96.507889,27
,4,-1.0,33
Information,5,96.428017,27
Security,5,96.0467,33
,2,-1.0,12
,3,-1.0,12
,4,-1.0,12
Malcolm,5,94.802658,12
Harkins.,5,31.288315,12
,2,-1.0,100
,3,-1.0,100
,4,-1.0,100
©,5,93.076332,85
“pen,5,18.835983,52
