text,level,conf,height
,1,-1.0,450
,2,-1.0,82
,3,-1.0,61
,4,-1.0,21
Principles,5,96.676888,21
ractice,5,74.112717,16
of,5,97.01387,16
,4,-1.0,82
Clinical,5,45.153469,82
,2,-1.0,49
,3,-1.0,49
,4,-1.0,49
Bacteriology,5,96.031059,49
,2,-1.0,69
,3,-1.0,69
,4,-1.0,69
Second,5,96.541634,11
Edition,5,94.814789,12
ep,5,37.495884,69
,2,-1.0,163
,3,-1.0,163
,4,-1.0,83
  ,5,95.0,83
,4,-1.0,80
 ,5,95.0,80
